timestamp,store_id,device_id,temperature,humidity,meter_reading,freezer_temp
2026-06-16 22:00:00,S002,DEV-A01,23.7,59.2,,
2026-06-16 22:00:00,S002,DEV-A01,19.4,43.9,,
2026-06-16 22:00:00,S002,DEV-A01,,,1517.2,-18.0
2026-06-16 22:00:00,S002,DEV-A01,19.1,60.5,1145.2,
2026-06-16 22:30:00,S002,DEV-A01,22.3,52.6,,
2026-06-16 22:30:00,S002,DEV-A01,21.1,64.8,,
2026-06-16 22:30:00,S002,DEV-A01,,,1747.4,-19.7
2026-06-16 22:30:00,S002,DEV-A01,25.0,60.2,1887.0,
2026-06-16 23:00:00,S002,DEV-A01,24.9,69.4,,
2026-06-16 23:00:00,S002,DEV-A01,20.4,69.5,,
2026-06-16 23:00:00,S002,DEV-A01,,,1803.6,-21.4
2026-06-16 23:00:00,S002,DEV-A01,19.0,49.9,1101.3,
2026-06-16 23:30:00,S002,DEV-A01,25.2,59.3,,
2026-06-16 23:30:00,S002,DEV-A01,18.0,50.5,,
2026-06-16 23:30:00,S002,DEV-A01,,,1819.8,-16.1
2026-06-16 23:30:00,S002,DEV-A01,18.8,65.1,1755.5,
2026-06-17 00:00:00,S002,DEV-A01,21.3,42.7,,
2026-06-17 00:00:00,S002,DEV-A01,24.2,55.1,,
2026-06-17 00:00:00,S002,DEV-A01,,,1864.9,-17.2
2026-06-17 00:00:00,S002,DEV-A01,23.4,63.2,1366.2,
2026-06-17 00:30:00,S002,DEV-A01,21.0,60.8,,
2026-06-17 00:30:00,S002,DEV-A01,24.4,51.2,,
2026-06-17 00:30:00,S002,DEV-A01,,,1118.9,-21.5
2026-06-17 00:30:00,S002,DEV-A01,23.3,56.4,1677.4,
2026-06-17 01:00:00,S002,DEV-A01,19.4,46.4,,
2026-06-17 01:00:00,S002,DEV-A01,18.1,56.7,,
2026-06-17 01:00:00,S002,DEV-A01,,,1239.7,-19.2
2026-06-17 01:00:00,S002,DEV-A01,24.8,49.1,1957.7,
2026-06-17 01:30:00,S002,DEV-A01,18.3,58.3,,
2026-06-17 01:30:00,S002,DEV-A01,21.0,55.5,,
2026-06-17 01:30:00,S002,DEV-A01,,,1673.0,-17.3
2026-06-17 01:30:00,S002,DEV-A01,23.6,40.9,1652.1,
2026-06-17 02:00:00,S002,DEV-A01,25.2,63.8,,
2026-06-17 02:00:00,S002,DEV-A01,21.7,57.3,,
2026-06-17 02:00:00,S002,DEV-A01,,,1666.1,-16.8
2026-06-17 02:00:00,S002,DEV-A01,21.2,51.5,1870.3,
2026-06-17 02:30:00,S002,DEV-A01,20.2,64.9,,
2026-06-17 02:30:00,S002,DEV-A01,19.7,64.2,,
2026-06-17 02:30:00,S002,DEV-A01,,,1391.8,-17.2
2026-06-17 02:30:00,S002,DEV-A01,23.2,68.4,2060.1,
2026-06-17 03:00:00,S002,DEV-A01,24.3,56.7,,
2026-06-17 03:00:00,S002,DEV-A01,23.9,65.6,,
2026-06-17 03:00:00,S002,DEV-A01,,,1312.4,-20.9
2026-06-17 03:00:00,S002,DEV-A01,18.2,51.4,1381.9,
2026-06-17 03:30:00,S002,DEV-A01,19.6,51.9,,
2026-06-17 03:30:00,S002,DEV-A01,21.6,53.7,,
2026-06-17 03:30:00,S002,DEV-A01,,,1208.6,-21.4
2026-06-17 03:30:00,S002,DEV-A01,24.0,56.1,1285.3,
