timestamp,store_id,device_id,temperature,humidity,meter_reading,freezer_temp
2026-06-15 22:00:00,S001,DEV-A01,24.5,41.6,,
2026-06-15 22:00:00,S001,DEV-A02,19.2,54.1,,
2026-06-15 22:00:00,S001,FREEZER-A01,,,1245.2,-17.3
2026-06-15 22:00:00,S001,METER-A01,20.7,54.7,1866.6,
2026-06-15 22:30:00,S001,DEV-A01,20.3,69.2,,
2026-06-15 22:30:00,S001,DEV-A02,23.3,42.2,,
2026-06-15 22:30:00,S001,FREEZER-A01,,,1769.8,-19.9
2026-06-15 22:30:00,S001,METER-A01,19.0,59.6,1838.1,
2026-06-15 23:00:00,S001,DEV-A01,22.8,49.2,,
2026-06-15 23:00:00,S001,DEV-A02,19.7,60.9,,
2026-06-15 23:00:00,S001,FREEZER-A01,,,1955.5,-20.5
2026-06-15 23:00:00,S001,METER-A01,22.7,49.2,1498.2,
2026-06-15 23:30:00,S001,DEV-A01,25.9,44.4,,
2026-06-15 23:30:00,S001,DEV-A02,21.5,53.4,,
2026-06-15 23:30:00,S001,FREEZER-A01,,,1123.5,-16.3
2026-06-15 23:30:00,S001,METER-A01,24.8,62.4,1667.0,
2026-06-16 00:00:00,S001,DEV-A01,21.6,49.8,,
2026-06-16 00:00:00,S001,DEV-A02,25.5,42.5,,
2026-06-16 00:00:00,S001,FREEZER-A01,,,1062.9,-18.3
2026-06-16 00:00:00,S001,METER-A01,24.5,62.0,1093.2,
2026-06-16 00:30:00,S001,DEV-A01,20.9,66.0,,
2026-06-16 00:30:00,S001,DEV-A02,24.8,42.5,,
2026-06-16 00:30:00,S001,FREEZER-A01,,,1186.8,-2.2
2026-06-16 00:30:00,S001,METER-A01,23.8,58.3,1250.5,
2026-06-16 01:00:00,S001,DEV-A01,19.2,59.3,,
2026-06-16 01:00:00,S001,DEV-A02,18.2,50.3,,
2026-06-16 01:00:00,S001,FREEZER-A01,,,1658.3,-3.1
2026-06-16 01:00:00,S001,METER-A01,18.0,48.9,1328.2,
2026-06-16 01:30:00,S001,DEV-A01,19.4,46.3,,
2026-06-16 01:30:00,S001,DEV-A02,24.2,43.2,,
2026-06-16 01:30:00,S001,FREEZER-A01,,,1628.5,-21.1
2026-06-16 01:30:00,S001,METER-A01,24.5,43.6,1698.5,
2026-06-16 02:00:00,S001,DEV-A01,20.1,40.9,,
2026-06-16 02:00:00,S001,DEV-A02,24.7,47.7,,
2026-06-16 02:00:00,S001,FREEZER-A01,,,1320.5,-22.0
2026-06-16 02:00:00,S001,METER-A01,21.0,64.9,1981.4,
2026-06-16 02:30:00,S001,DEV-A01,22.6,58.7,,
2026-06-16 02:30:00,S001,DEV-A02,20.0,41.7,,
2026-06-16 02:30:00,S001,FREEZER-A01,,,1464.6,-19.4
2026-06-16 02:30:00,S001,METER-A01,18.7,56.7,1516.9,
2026-06-16 03:00:00,S001,DEV-A01,24.8,52.2,,
2026-06-16 03:00:00,S001,DEV-A02,25.8,50.0,,
2026-06-16 03:00:00,S001,FREEZER-A01,,,1305.3,-19.3
2026-06-16 03:00:00,S001,METER-A01,18.9,61.3,2087.1,
2026-06-16 03:30:00,S001,DEV-A01,18.2,43.7,,
2026-06-16 03:30:00,S001,DEV-A02,18.8,61.0,,
2026-06-16 03:30:00,S001,FREEZER-A01,,,1855.1,-20.4
2026-06-16 03:30:00,S001,METER-A01,26.0,62.3,2110.0,
