timestamp,store_id,device_id,temperature,humidity,meter_reading,freezer_temp
2026-06-16 22:00:00,S003,DEV-C01,23.6,62.6,,
2026-06-16 22:00:00,S003,DEV-C02,19.6,52.1,,
2026-06-16 22:00:00,S003,FREEZER-C01,,,1822.6,-16.7
2026-06-16 22:00:00,S003,METER-C01,18.5,49.1,1906.8,
2026-06-16 22:30:00,S003,DEV-C01,18.9,53.4,99999.0,
2026-06-16 22:30:00,S003,DEV-C02,24.8,63.4,,
2026-06-16 22:30:00,S003,FREEZER-C01,,,1972.0,-21.8
2026-06-16 22:30:00,S003,METER-C01,20.4,50.5,1142.4,
2026-06-16 23:00:00,S003,DEV-C01,20.5,64.4,,
2026-06-16 23:00:00,S003,DEV-C02,20.0,59.9,,
2026-06-16 23:00:00,S003,FREEZER-C01,,,1630.2,-20.9
2026-06-16 23:00:00,S003,METER-C01,24.4,54.7,1771.5,
2026-06-16 23:30:00,S003,DEV-C01,25.3,45.4,,
2026-06-16 23:30:00,S003,DEV-C02,21.3,57.0,,
2026-06-16 23:30:00,S003,FREEZER-C01,,,1087.7,-18.6
2026-06-16 23:30:00,S003,METER-C01,25.9,68.6,1215.5,
2026-06-17 00:00:00,S003,DEV-C01,18.9,47.8,,
2026-06-17 00:00:00,S003,DEV-C02,19.0,57.7,,
2026-06-17 00:00:00,S003,FREEZER-C01,,,1855.5,-16.2
2026-06-17 00:00:00,S003,METER-C01,25.9,52.5,1428.1,
2026-06-17 00:30:00,S003,DEV-C01,25.6,67.8,,
2026-06-17 00:30:00,S003,DEV-C02,20.6,53.7,,
2026-06-17 00:30:00,S003,FREEZER-C01,,,2021.4,-17.2
2026-06-17 00:30:00,S003,METER-C01,18.5,52.1,1868.7,
2026-06-17 01:00:00,S003,DEV-C01,23.4,50.5,,
2026-06-17 01:00:00,S003,DEV-C02,21.8,59.5,,
2026-06-17 01:00:00,S003,FREEZER-C01,,,1097.4,-18.1
2026-06-17 01:00:00,S003,METER-C01,20.5,67.5,1644.1,
2026-06-17 01:30:00,S003,DEV-C01,23.7,52.3,,
2026-06-17 01:30:00,S003,DEV-C02,20.0,55.9,,
2026-06-17 01:30:00,S003,FREEZER-C01,,,1690.2,-17.0
2026-06-17 01:30:00,S003,METER-C01,21.3,63.0,1277.8,
2026-06-17 02:00:00,S003,DEV-C01,19.3,55.1,,
2026-06-17 02:00:00,S003,DEV-C02,18.5,49.2,,
2026-06-17 02:00:00,S003,FREEZER-C01,,,1170.8,-19.1
2026-06-17 02:00:00,S003,METER-C01,19.6,52.6,1344.1,
2026-06-17 02:30:00,S003,DEV-C01,23.3,55.1,,
2026-06-17 02:30:00,S003,DEV-C02,24.3,46.2,,
2026-06-17 02:30:00,S003,FREEZER-C01,,,1636.9,-16.7
2026-06-17 02:30:00,S003,METER-C01,25.8,61.2,2068.0,
2026-06-17 03:00:00,S003,DEV-C01,23.1,55.0,,
2026-06-17 03:00:00,S003,DEV-C02,20.1,51.3,,
2026-06-17 03:00:00,S003,FREEZER-C01,,,1949.7,-21.2
2026-06-17 03:00:00,S003,METER-C01,20.9,40.7,1292.8,
2026-06-17 03:30:00,S003,DEV-C01,19.1,61.8,,
2026-06-17 03:30:00,S003,DEV-C02,25.2,45.5,,
2026-06-17 03:30:00,S003,FREEZER-C01,,,2073.5,-16.0
2026-06-17 03:30:00,S003,METER-C01,23.1,50.5,1739.9,
