timestamp,store_id,device_id,temperature,humidity,meter_reading,freezer_temp
2026-06-16 22:00:00,S002,DEV-B01,21.1,45.3,,
2026-06-16 22:00:00,S002,DEV-B02,20.5,59.5,,
2026-06-16 22:00:00,S002,FREEZER-B01,,,1811.5,-18.0
2026-06-16 22:00:00,S002,METER-B01,23.7,57.3,1025.6,
2026-06-16 22:30:00,S002,DEV-B01,21.2,57.8,,
2026-06-16 22:30:00,S002,DEV-B02,18.9,46.5,,
2026-06-16 22:30:00,S002,FREEZER-B01,,,1700.7,-20.8
2026-06-16 22:30:00,S002,METER-B01,24.1,64.1,1972.7,
2026-06-16 23:00:00,S002,DEV-B01,24.0,69.6,,
2026-06-16 23:00:00,S002,DEV-B02,18.2,55.0,,
2026-06-16 23:00:00,S002,FREEZER-B01,,,1722.7,-18.1
2026-06-16 23:00:00,S002,METER-B01,20.7,47.9,2009.1,
2026-06-16 23:30:00,S002,DEV-B01,18.4,46.6,,
2026-06-16 23:30:00,S002,DEV-B02,25.5,64.5,,
2026-06-16 23:30:00,S002,FREEZER-B01,,,1281.4,-21.7
2026-06-16 23:30:00,S002,METER-B01,23.7,46.7,1866.9,
2026-06-17 00:00:00,S002,DEV-B01,23.9,45.2,,
2026-06-17 00:00:00,S002,DEV-B02,21.7,51.9,,
2026-06-17 00:00:00,S002,FREEZER-B01,,,1903.3,-17.6
2026-06-17 00:00:00,S002,METER-B01,20.4,54.2,1714.4,
2026-06-17 00:30:00,S002,DEV-B01,23.4,42.4,,
2026-06-17 00:30:00,S002,DEV-B02,25.3,48.8,,
2026-06-17 00:30:00,S002,FREEZER-B01,,,1968.2,-20.4
2026-06-17 00:30:00,S002,METER-B01,18.3,58.8,1345.5,
2026-06-17 01:00:00,S002,DEV-B01,18.7,59.2,,
2026-06-17 01:00:00,S002,DEV-B02,25.4,40.9,,
2026-06-17 01:00:00,S002,FREEZER-B01,,,1230.2,-16.5
2026-06-17 01:00:00,S002,METER-B01,23.5,54.1,1670.0,
2026-06-17 01:30:00,S002,DEV-B01,20.0,64.2,,
2026-06-17 01:30:00,S002,DEV-B02,20.3,59.1,,
2026-06-17 01:30:00,S002,FREEZER-B01,,,1242.2,-20.5
2026-06-17 01:30:00,S002,METER-B01,20.2,42.2,1177.7,
2026-06-17 02:00:00,S002,DEV-B01,22.5,42.8,,
2026-06-17 02:00:00,S002,DEV-B02,20.2,69.1,,
2026-06-17 02:00:00,S002,FREEZER-B01,,,1536.2,-16.9
2026-06-17 02:00:00,S002,METER-B01,24.6,55.3,1930.6,
2026-06-17 02:30:00,S002,DEV-B01,23.3,40.2,,
2026-06-17 02:30:00,S002,DEV-B02,24.7,43.6,,
2026-06-17 02:30:00,S002,FREEZER-B01,,,1232.3,-21.5
2026-06-17 02:30:00,S002,METER-B01,21.3,57.0,1822.3,
2026-06-17 03:00:00,S002,DEV-B01,20.1,57.2,,
2026-06-17 03:00:00,S002,DEV-B02,19.1,47.9,,
2026-06-17 03:00:00,S002,FREEZER-B01,,,1669.7,-20.1
2026-06-17 03:00:00,S002,METER-B01,24.0,43.0,1564.0,
2026-06-17 03:30:00,S002,DEV-B01,19.4,52.5,,
2026-06-17 03:30:00,S002,DEV-B02,21.5,67.5,,
2026-06-17 03:30:00,S002,FREEZER-B01,,,1677.5,-20.7
2026-06-17 03:30:00,S002,METER-B01,18.2,40.3,1460.8,
